Hour	VMT (Veh-Miles)	Truck VMT (Veh-Miles)	# Lane Points	% Observed
03/03/2020 18:00	22,441,111.4	933,285.9	420900	64.3
03/03/2020 19:00	18,249,440.2	775,772.0	420900	64.9
03/03/2020 20:00	14,838,693.5	656,913.5	420900	64.9
03/03/2020 21:00	12,592,113.6	575,965.6	420900	64.8
03/03/2020 22:00	9,776,959.6	477,952.5	420984	64.8
03/03/2020 23:00	6,535,868.3	366,186.7	420900	64.8
03/04/2020 00:00	4,438,873.7	285,288.8	420900	65.0
03/04/2020 01:00	3,321,207.6	238,749.6	420984	64.9
03/04/2020 02:00	3,211,849.1	245,375.8	420696	64.8
03/04/2020 03:00	4,366,316.6	326,363.5	420900	64.9
03/04/2020 04:00	8,640,987.8	515,378.6	420900	64.8
03/04/2020 05:00	15,712,362.1	780,300.8	420900	64.8
03/04/2020 06:00	21,781,411.0	991,319.6	420984	64.8
03/04/2020 07:00	25,026,039.8	1,127,797.6	420984	65.0
03/04/2020 08:00	23,915,382.7	1,170,711.2	420900	65.0
03/04/2020 09:00	22,114,211.9	1,176,788.4	420900	64.9
03/04/2020 10:00	21,103,600.2	1,190,212.1	420900	65.0
03/04/2020 11:00	21,201,236.7	1,195,576.9	420900	65.0
03/04/2020 12:00	22,007,394.8	1,200,599.8	420900	64.9
03/04/2020 13:00	23,028,723.9	1,187,962.8	420900	65.0
03/04/2020 14:00	24,790,642.2	1,154,471.9	420900	65.0
03/04/2020 15:00	25,762,640.1	1,116,787.3	420900	65.0
03/04/2020 16:00	25,821,961.1	1,062,845.2	420900	65.0
03/04/2020 17:00	25,164,067.8	1,015,815.7	416566	65.1
03/04/2020 18:00	22,639,738.1	930,745.3	420696	65.0
03/04/2020 19:00	18,617,642.3	778,181.1	420900	64.9
03/04/2020 20:00	15,287,364.7	662,646.8	420900	64.7
03/04/2020 21:00	12,906,318.3	578,300.3	420900	64.6
03/04/2020 22:00	9,675,438.5	470,225.1	420900	64.1
03/04/2020 23:00	6,633,592.6	363,410.0	420900	63.8
03/05/2020 00:00	4,501,734.8	287,664.9	420900	67.0
03/05/2020 01:00	3,340,966.8	239,730.8	420900	65.3
03/05/2020 02:00	3,232,717.0	248,138.0	420900	66.5
03/05/2020 03:00	4,391,447.1	329,091.4	420900	66.8
03/05/2020 04:00	8,638,161.0	520,399.4	420900	66.7
03/05/2020 05:00	15,659,295.4	781,390.2	420900	66.8
03/05/2020 06:00	21,838,233.3	996,062.4	420900	66.7
03/05/2020 07:00	25,222,520.1	1,137,453.6	420900	66.9
03/05/2020 08:00	24,051,198.8	1,192,859.2	420900	67.0
03/05/2020 09:00	22,260,109.3	1,186,515.6	420900	67.0
03/05/2020 10:00	21,422,115.1	1,190,514.9	420900	67.0
03/05/2020 11:00	21,709,936.4	1,211,406.3	420984	66.9
03/05/2020 12:00	22,371,252.7	1,204,631.5	420900	66.9
03/05/2020 13:00	23,367,827.7	1,188,652.9	420900	66.9
03/05/2020 14:00	25,179,152.8	1,170,604.3	420900	65.6
03/05/2020 15:00	26,007,976.5	1,121,372.2	420984	66.9
03/05/2020 16:00	26,136,041.1	1,079,552.5	420900	66.9
03/05/2020 17:00	25,804,660.4	1,040,370.0	420900	67.0
03/05/2020 18:00	23,049,501.6	932,715.5	420900	66.9
03/05/2020 19:00	19,284,625.3	797,421.5	420780	66.8
03/05/2020 20:00	16,140,709.4	680,150.9	420900	66.2
03/05/2020 21:00	13,913,176.9	606,560.7	420900	66.8
03/05/2020 22:00	10,612,103.2	498,711.6	420900	66.5
03/05/2020 23:00	7,296,946.0	384,431.7	420900	66.1
03/06/2020 00:00	4,954,448.0	300,949.9	420900	65.5
03/06/2020 01:00	3,708,244.9	257,464.1	420900	66.1
03/06/2020 02:00	3,514,205.2	263,501.8	420984	66.0
03/06/2020 03:00	4,490,442.0	332,058.0	420900	66.0
03/06/2020 04:00	8,360,342.0	514,526.0	420900	65.9
03/06/2020 05:00	14,997,155.8	778,069.1	420900	66.2
03/06/2020 06:00	21,136,732.0	992,573.6	420900	65.7
03/06/2020 07:00	24,891,465.2	1,138,984.6	420900	66.7
03/06/2020 08:00	23,943,963.1	1,184,542.8	420900	66.8
03/06/2020 09:00	22,497,551.7	1,201,714.3	420900	66.8
03/06/2020 10:00	22,485,852.3	1,218,044.4	420900	66.8
03/06/2020 11:00	23,237,727.0	1,229,975.2	420900	66.8
03/06/2020 12:00	24,452,037.8	1,234,695.0	420900	66.7
03/06/2020 13:00	25,277,083.5	1,196,661.5	420900	66.7
03/06/2020 14:00	26,329,142.4	1,151,113.3	420900	66.7
03/06/2020 15:00	26,671,793.8	1,097,902.8	420900	66.7
03/06/2020 16:00	26,659,049.5	1,061,610.0	420900	66.7
03/06/2020 17:00	26,289,391.0	1,012,283.8	420900	66.8
03/06/2020 18:00	23,835,390.2	914,576.6	420696	66.8
03/06/2020 19:00	20,884,477.6	794,685.4	420984	66.7
03/06/2020 20:00	17,747,186.2	678,444.5	420900	66.7
03/06/2020 21:00	15,566,760.0	606,665.6	420900	66.8
03/06/2020 22:00	12,951,349.3	524,048.2	420900	66.7
03/06/2020 23:00	9,646,756.8	417,946.8	420900	66.8
03/07/2020 00:00	6,651,290.3	316,340.9	420900	67.1
03/07/2020 01:00	4,770,285.4	255,613.9	420900	67.0
03/07/2020 02:00	4,110,050.8	232,911.7	420900	67.0
03/07/2020 03:00	3,823,292.7	237,857.6	420900	67.0
03/07/2020 04:00	4,740,953.0	288,071.0	420900	66.9
03/07/2020 05:00	7,243,843.2	397,731.5	420900	66.9
03/07/2020 06:00	11,158,234.3	530,647.8	420900	66.8
03/07/2020 07:00	15,256,515.1	663,604.5	420900	66.9
03/07/2020 08:00	18,920,390.1	760,067.9	420900	67.0
03/07/2020 09:00	21,609,153.9	837,062.2	420900	67.1
03/07/2020 10:00	23,133,432.8	874,313.7	420900	67.2
03/07/2020 11:00	24,070,601.9	895,314.0	420900	67.1
03/07/2020 12:00	24,541,506.2	895,168.3	420900	67.0
03/07/2020 13:00	24,461,483.9	874,110.5	420900	67.2
03/07/2020 14:00	24,638,546.2	847,970.7	420984	67.1
03/07/2020 15:00	24,377,981.7	811,778.3	420900	67.1
03/07/2020 16:00	24,022,097.9	785,073.9	420900	67.1
03/07/2020 17:00	23,021,850.2	739,141.7	420900	67.1
03/07/2020 18:00	21,201,433.6	682,923.4	420900	67.0
03/07/2020 19:00	18,265,166.2	584,001.3	420900	67.0
03/07/2020 20:00	15,931,633.5	503,761.0	420900	67.0
03/07/2020 21:00	14,690,562.8	459,828.3	420900	67.0
03/07/2020 22:00	13,029,710.8	406,196.6	420900	67.0
03/07/2020 23:00	10,038,825.4	322,880.6	420900	67.0
03/08/2020 00:00	6,842,186.4	235,643.7	420900	66.9
03/08/2020 01:00	4,779,834.9	183,606.6	420900	66.9
03/08/2020 03:00	3,958,646.6	164,473.6	420900	66.8
03/08/2020 04:00	3,743,975.7	169,987.2	420900	66.7
03/08/2020 05:00	4,545,647.7	204,914.9	420900	66.7
03/08/2020 06:00	6,474,287.1	264,178.8	420900	66.6
03/08/2020 07:00	8,647,155.5	336,233.9	420900	66.6
03/08/2020 08:00	11,851,113.6	436,100.0	420900	66.7
03/08/2020 09:00	15,816,621.4	551,675.9	420900	66.8
03/08/2020 10:00	19,296,228.6	653,841.7	420900	66.8
03/08/2020 11:00	21,398,964.8	720,861.7	420900	66.6
03/08/2020 12:00	23,168,540.6	780,654.7	420900	66.6
03/08/2020 13:00	23,738,658.7	793,412.1	420900	66.8
03/08/2020 14:00	23,962,581.0	794,147.8	420900	66.7
03/08/2020 15:00	23,867,741.0	781,842.0	420900	66.7
03/08/2020 16:00	23,544,607.4	767,921.6	420900	66.7
03/08/2020 17:00	22,749,743.5	738,286.1	420900	66.7
03/08/2020 18:00	21,209,822.5	688,049.4	420900	66.7
03/08/2020 19:00	19,229,376.4	631,094.0	420900	66.7
03/08/2020 20:00	17,251,385.7	572,630.8	420984	66.7
03/08/2020 21:00	14,593,863.7	499,876.2	420900	66.8
03/08/2020 22:00	10,988,359.8	407,322.7	420900	66.8
03/08/2020 23:00	7,316,873.9	309,148.1	419321	66.7
03/09/2020 00:00	4,794,212.7	237,994.7	420900	66.3
03/09/2020 01:00	3,384,733.3	198,984.7	420900	66.3
03/09/2020 02:00	3,138,965.0	208,655.3	420696	66.3
03/09/2020 03:00	4,341,518.9	288,358.7	420984	66.3
03/09/2020 04:00	8,500,487.4	463,422.2	420900	66.1
03/09/2020 05:00	15,101,707.7	714,112.5	420900	66.2
03/09/2020 06:00	20,465,296.3	905,401.2	420900	66.1
03/09/2020 07:00	24,321,254.5	1,059,770.7	420984	66.1
03/09/2020 08:00	23,523,333.0	1,131,778.5	420900	66.3
03/09/2020 09:00	21,254,321.1	1,124,595.2	420900	66.3
03/09/2020 10:00	20,565,119.5	1,149,833.9	420696	66.3
03/09/2020 11:00	20,979,427.5	1,179,338.6	420900	66.3
03/09/2020 12:00	21,818,366.2	1,191,826.2	420900	66.3
03/09/2020 13:00	22,689,553.7	1,179,680.2	420900	66.3
03/09/2020 14:00	24,492,314.0	1,165,572.5	420696	66.2
03/09/2020 15:00	25,720,183.0	1,130,167.0	420984	66.2
03/09/2020 16:00	25,899,199.4	1,078,709.7	420900	66.2
03/09/2020 17:00	25,612,982.3	1,036,985.0	420900	66.2
03/09/2020 18:00	21,965,391.9	889,393.2	420900	66.2
03/09/2020 19:00	17,589,206.1	751,376.3	420696	66.2
03/09/2020 20:00	14,352,653.4	641,726.0	420900	66.2
03/09/2020 21:00	12,080,204.1	566,910.9	420900	66.2
03/09/2020 22:00	9,242,530.5	470,592.6	420900	66.2
03/09/2020 23:00	6,440,588.4	368,605.6	420900	66.2
03/10/2020 00:00	4,437,710.6	284,894.2	420900	66.6
03/10/2020 01:00	3,320,366.2	237,321.7	420984	66.6
03/10/2020 02:00	3,146,011.3	241,641.3	420900	66.6
03/10/2020 03:00	4,209,708.1	311,280.2	420900	66.6
03/10/2020 04:00	8,012,363.3	474,829.8	418669	66.4
03/10/2020 05:00	14,468,815.8	719,989.6	420900	66.4
03/10/2020 06:00	20,023,832.1	908,167.3	420900	66.4
03/10/2020 07:00	20,376,081.0	874,930.1	420900	66.4
03/10/2020 08:00	22,742,639.7	1,086,037.9	420900	66.5
03/10/2020 09:00	20,837,166.8	1,111,138.3	420900	66.6
03/10/2020 10:00	19,821,956.8	1,114,886.1	420900	66.5
03/10/2020 11:00	19,941,715.6	1,126,381.3	420900	66.5
03/10/2020 12:00	20,728,875.1	1,131,026.4	420900	66.5
03/10/2020 13:00	21,599,716.2	1,118,419.6	420900	66.5
03/10/2020 14:00	23,514,522.9	1,113,420.0	420900	66.6
03/10/2020 15:00	24,722,003.4	1,089,058.4	420900	66.6
03/10/2020 16:00	25,033,666.8	1,046,608.1	420900	66.6
03/10/2020 17:00	24,725,197.9	1,006,067.2	420900	66.6
03/10/2020 18:00	21,288,014.9	872,261.6	420900	66.6
03/10/2020 19:00	17,026,227.3	732,326.8	420900	66.5
03/10/2020 20:00	14,052,678.8	627,148.3	420900	66.4
03/10/2020 21:00	11,924,665.0	552,874.4	420900	66.3
03/10/2020 22:00	9,379,374.8	465,628.4	420900	66.3
03/10/2020 23:00	6,438,702.2	358,774.5	420840	66.3
03/11/2020 00:00	4,494,695.1	282,468.5	420900	67.1
03/11/2020 01:00	3,330,294.9	235,552.2	420900	67.1
03/11/2020 02:00	3,165,172.4	241,263.1	420900	67.1
03/11/2020 03:00	4,248,129.1	312,781.1	420900	67.0
03/11/2020 04:00	8,263,497.3	481,076.4	420899	66.9
03/11/2020 05:00	14,879,284.5	726,829.6	420984	66.9
03/11/2020 06:00	20,432,271.5	912,110.3	420900	66.8
03/11/2020 07:00	24,381,209.4	1,053,384.5	420900	66.9
03/11/2020 08:00	23,511,176.5	1,121,347.0	420900	67.3
03/11/2020 09:00	21,400,156.9	1,129,278.2	420900	67.4
03/11/2020 10:00	20,539,957.1	1,150,455.6	420984	67.3
03/11/2020 11:00	20,727,626.2	1,151,223.0	420900	67.2
03/11/2020 12:00	21,573,444.2	1,155,410.9	420984	67.0
03/11/2020 13:00	22,531,943.7	1,142,429.3	420900	66.9
03/11/2020 14:00	24,340,642.8	1,123,400.1	420900	67.0
03/11/2020 15:00	25,357,536.0	1,088,635.3	420900	67.0
03/11/2020 16:00	25,585,058.8	1,045,152.1	420900	67.2
03/11/2020 17:00	25,495,551.4	1,013,519.1	420900	67.2
03/11/2020 18:00	22,064,579.6	879,809.4	420900	67.3
03/11/2020 19:00	18,197,228.8	760,730.0	420900	67.2
03/11/2020 20:00	15,289,749.8	668,492.6	420900	67.2
03/11/2020 21:00	12,941,191.3	590,236.4	420900	67.2
03/11/2020 22:00	9,801,154.5	484,316.5	420696	67.2
03/11/2020 23:00	6,795,860.0	379,709.8	420900	67.2
03/12/2020 00:00	4,714,088.9	301,135.7	420900	67.3
03/12/2020 01:00	3,493,380.6	254,094.2	420900	67.3
03/12/2020 02:00	3,299,907.8	254,795.8	420900	67.3
03/12/2020 03:00	4,375,542.2	328,417.8	420900	67.2
03/12/2020 04:00	8,398,773.7	506,200.4	420900	67.1
03/12/2020 05:00	14,974,849.7	753,832.3	420900	67.1
03/12/2020 06:00	20,656,802.7	946,895.1	420900	67.0
03/12/2020 07:00	24,421,470.1	1,090,787.8	420900	67.1
03/12/2020 08:00	23,404,082.2	1,144,481.2	420900	67.2
03/12/2020 09:00	21,104,848.1	1,139,546.2	420900	67.3
03/12/2020 10:00	20,369,329.1	1,145,809.0	420900	67.2
03/12/2020 11:00	20,506,361.8	1,148,322.7	420900	67.1
03/12/2020 12:00	21,019,129.2	1,130,829.4	420900	66.9
03/12/2020 13:00	21,677,913.6	1,098,778.0	420900	66.9
03/12/2020 14:00	23,011,548.5	1,072,573.6	420900	67.0
03/12/2020 15:00	23,964,450.5	1,044,202.9	420900	67.0
03/12/2020 16:00	24,188,979.9	1,006,675.6	420900	67.1
03/12/2020 17:00	24,266,480.0	982,575.0	420900	67.1
03/12/2020 18:00	21,141,560.8	864,727.6	420900	67.0
03/12/2020 19:00	17,614,577.4	745,167.7	420900	66.9
03/12/2020 20:00	14,679,572.9	650,577.2	420900	66.9
03/12/2020 21:00	12,372,206.1	575,786.6	420900	66.9
03/12/2020 22:00	9,565,768.9	478,315.6	420900	66.8
03/12/2020 23:00	6,764,867.1	377,903.9	420900	66.8
03/13/2020 00:00	4,715,229.3	295,189.7	420966	66.8
03/13/2020 01:00	3,555,512.3	249,053.0	420972	66.7
03/13/2020 02:00	3,350,936.4	250,599.6	420972	66.7
03/13/2020 03:00	4,223,233.8	311,385.0	420972	66.7
03/13/2020 04:00	7,683,086.1	468,710.6	420942	66.5
03/13/2020 05:00	13,366,159.8	693,270.8	420972	66.6
03/13/2020 06:00	18,751,474.7	891,172.0	420972	66.6
03/13/2020 07:00	22,634,333.0	1,033,037.3	420972	66.6
03/13/2020 08:00	21,813,420.8	1,075,497.4	420972	66.8
03/13/2020 09:00	20,602,209.8	1,105,793.2	420972	66.9
03/13/2020 10:00	20,731,231.7	1,133,847.7	420972	66.9
03/13/2020 11:00	21,637,888.8	1,154,670.2	420972	66.9
03/13/2020 12:00	22,738,619.2	1,156,788.2	420972	66.9
03/13/2020 13:00	23,385,024.0	1,125,545.8	415237	66.9
03/13/2020 14:00	24,803,436.1	1,100,722.7	420972	66.8
03/13/2020 15:00	25,167,344.2	1,067,110.4	420972	66.9
03/13/2020 16:00	25,111,203.5	1,015,353.1	421056	66.9
03/13/2020 17:00	24,656,584.2	961,024.6	420972	66.8
03/13/2020 18:00	21,769,946.3	850,313.7	421056	66.7
03/13/2020 19:00	18,412,460.1	723,658.4	420972	66.5
03/13/2020 20:00	15,685,652.3	631,600.6	420972	66.5
03/13/2020 21:00	13,523,023.2	561,352.1	420972	66.6
03/13/2020 22:00	11,154,056.5	483,163.1	420972	66.6
03/13/2020 23:00	8,305,894.6	387,774.3	420972	66.6
03/14/2020 00:00	5,872,479.5	302,264.1	420768	66.8
03/14/2020 01:00	4,285,844.7	242,998.3	420972	66.8
03/14/2020 02:00	3,636,114.4	217,930.4	420972	66.8
03/14/2020 03:00	3,434,037.2	223,008.3	420972	66.8
03/14/2020 04:00	4,264,291.6	268,280.4	420972	66.6
03/14/2020 05:00	6,046,533.8	344,233.8	415573	66.7
03/14/2020 06:00	8,748,809.2	442,134.2	420972	66.6
03/14/2020 07:00	11,727,743.7	544,183.9	420972	66.5
03/14/2020 08:00	14,804,003.1	646,482.0	420972	66.6
03/14/2020 09:00	17,412,209.6	724,548.9	420972	66.7
03/14/2020 10:00	19,221,635.4	775,470.5	420972	66.7
03/14/2020 11:00	20,646,731.6	806,340.2	420972	66.7
03/14/2020 12:00	21,319,939.0	810,105.2	420972	66.7
03/14/2020 13:00	21,396,754.0	795,090.3	420972	66.7
03/14/2020 14:00	21,261,080.4	765,447.5	420972	66.8
03/14/2020 15:00	20,758,903.2	726,853.9	420972	66.8
03/14/2020 16:00	19,932,345.6	687,742.7	420972	66.7
03/14/2020 17:00	18,833,674.2	642,327.6	420972	66.7
03/14/2020 18:00	17,016,037.8	580,666.0	420972	66.6
03/14/2020 19:00	14,955,512.0	508,678.4	420972	66.6
03/14/2020 20:00	13,355,100.7	452,421.1	420972	66.7
03/14/2020 21:00	12,217,715.6	408,825.4	420972	66.7
03/14/2020 22:00	10,682,242.6	360,113.6	420972	66.6
03/14/2020 23:00	8,165,101.5	284,081.3	420972	66.7
03/15/2020 00:00	5,754,290.9	215,058.3	420972	66.4
03/15/2020 01:00	4,074,542.7	165,774.0	420972	66.3
03/15/2020 02:00	3,294,181.2	143,581.6	420972	66.2
03/15/2020 03:00	2,756,912.9	131,255.9	420972	66.2
03/15/2020 04:00	2,931,759.7	143,771.5	420972	66.2
03/15/2020 05:00	3,905,916.3	181,751.5	420972	66.1
03/15/2020 06:00	5,428,671.8	234,769.0	420972	66.1
03/15/2020 07:00	7,075,125.9	297,869.5	420972	66.1
03/15/2020 08:00	9,478,596.5	381,379.7	420972	66.4
03/15/2020 09:00	12,832,635.5	481,924.4	420972	66.3
03/15/2020 10:00	15,727,619.3	573,290.7	420972	66.2
03/15/2020 11:00	17,779,535.3	636,925.8	420972	66.2
03/15/2020 12:00	19,158,114.0	677,050.9	420972	66.3
03/15/2020 13:00	19,793,848.4	686,975.5	420972	66.4
03/15/2020 14:00	19,733,654.6	676,230.5	420912	66.4
03/15/2020 15:00	19,270,532.3	662,392.4	420972	66.4
03/15/2020 16:00	18,509,857.1	636,518.5	420972	66.4
03/15/2020 17:00	17,505,531.4	608,184.8	420972	66.4
03/15/2020 18:00	16,192,270.4	564,796.4	420972	66.4
03/15/2020 19:00	14,762,813.2	516,850.9	420972	66.4
03/15/2020 20:00	13,327,206.1	473,790.5	420972	66.4
03/15/2020 21:00	11,359,880.4	419,247.5	420972	66.4
03/15/2020 22:00	8,856,364.1	349,802.6	420972	66.3
03/15/2020 23:00	6,104,827.1	270,964.3	420972	66.3
03/16/2020 00:00	4,161,793.5	211,552.5	420972	65.7
03/16/2020 01:00	3,078,160.9	181,136.7	420972	65.6
03/16/2020 02:00	2,911,156.8	189,930.5	420972	65.6
03/16/2020 03:00	3,988,391.9	261,447.5	420972	65.4
03/16/2020 04:00	7,785,257.7	420,310.1	420972	65.3
03/16/2020 05:00	13,564,975.4	641,745.5	420972	65.3
03/16/2020 06:00	18,195,138.0	822,716.8	420972	65.2
03/16/2020 07:00	21,076,436.8	946,318.6	420972	65.2
03/16/2020 08:00	19,778,513.1	984,875.6	420972	65.5
03/16/2020 09:00	18,259,512.4	1,004,768.1	420972	65.7
03/16/2020 10:00	18,186,938.5	1,030,616.8	420972	65.8
03/16/2020 11:00	18,734,047.0	1,059,500.1	420972	65.7
03/16/2020 12:00	19,666,707.7	1,069,770.4	420972	65.7
03/16/2020 13:00	20,529,047.3	1,065,292.4	420768	65.8
03/16/2020 14:00	22,153,310.3	1,062,021.0	420768	65.8
03/16/2020 15:00	23,159,616.7	1,020,851.4	420972	65.7
03/16/2020 16:00	23,269,126.1	971,933.4	420972	65.7
03/16/2020 17:00	22,522,761.3	902,026.1	421056	65.7
03/16/2020 18:00	18,318,462.5	756,746.4	420972	65.7
03/16/2020 19:00	14,439,662.3	629,076.4	420972	65.7
03/16/2020 20:00	11,792,022.7	551,838.5	420972	65.7
03/16/2020 21:00	9,728,243.4	489,671.3	421056	65.6
03/16/2020 22:00	7,731,044.8	417,639.4	420972	65.7
03/16/2020 23:00	5,642,150.4	336,154.2	420972	65.4
03/17/2020 00:00	3,967,217.4	270,197.6	420972	66.6
03/17/2020 01:00	3,022,042.5	227,926.1	420972	66.6
03/17/2020 02:00	2,901,792.3	230,190.8	420972	66.5
03/17/2020 03:00	3,822,705.9	292,700.8	420972	66.4
03/17/2020 04:00	7,079,395.9	440,254.1	420972	66.2
03/17/2020 05:00	12,595,734.2	661,259.4	420972	66.1
03/17/2020 06:00	17,126,607.2	840,512.8	420972	66.0
03/17/2020 07:00	19,469,069.6	955,131.3	420972	66.2
03/17/2020 08:00	18,070,699.3	972,571.5	420768	66.6
03/17/2020 09:00	16,871,590.7	998,178.6	420972	66.8
03/17/2020 10:00	16,934,729.3	1,018,466.9	420972	66.7
03/17/2020 11:00	17,499,150.7	1,043,253.8	420972	66.6
03/17/2020 12:00	18,308,413.6	1,052,638.0	420972	66.7
03/17/2020 13:00	19,130,887.5	1,044,402.4	420972	66.6
03/17/2020 14:00	20,524,945.4	1,032,253.0	420972	66.7
03/17/2020 15:00	21,686,413.7	1,009,483.2	420972	66.6
03/17/2020 16:00	21,821,202.4	958,585.0	420972	66.7
03/17/2020 17:00	21,174,733.5	894,646.9	420972	66.7
03/17/2020 18:00	16,828,394.1	753,398.0	420972	66.7
03/17/2020 19:00	13,369,967.3	626,634.1	420972	66.7
03/17/2020 20:00	10,841,030.3	541,366.4	420972	66.7
03/17/2020 21:00	8,869,820.9	470,007.7	420972	66.7
03/17/2020 22:00	7,154,151.2	406,163.2	420972	66.8
03/17/2020 23:00	5,271,992.9	328,819.3	420972	66.7
03/18/2020 00:00	3,777,025.3	262,752.1	420972	67.0
03/18/2020 01:00	2,907,466.1	222,561.8	420972	67.0
03/18/2020 02:00	2,821,253.6	225,433.5	420972	67.0
03/18/2020 03:00	3,732,613.2	288,546.0	420972	66.9
03/18/2020 04:00	7,000,531.0	438,773.8	421056	66.8
03/18/2020 05:00	12,383,779.4	661,084.6	420972	66.8
03/18/2020 06:00	16,750,416.9	850,731.5	420972	66.7
03/18/2020 07:00	18,759,570.3	954,429.0	420972	66.7
03/18/2020 08:00	17,470,804.4	974,428.4	421056	66.7
03/18/2020 09:00	16,099,127.7	970,093.4	420110	66.8
03/18/2020 10:00	16,868,005.0	1,026,699.1	420972	61.6
03/18/2020 11:00	16,732,897.4	1,023,395.3	420972	66.8
03/18/2020 12:00	17,592,063.7	1,025,446.3	420912	66.9
03/18/2020 13:00	18,430,322.8	1,019,253.2	420972	66.9
03/18/2020 14:00	19,909,282.6	1,029,601.7	420972	66.9
03/18/2020 15:00	20,980,753.5	995,279.1	420972	66.9
03/18/2020 16:00	21,117,535.8	947,462.6	421056	66.9
03/18/2020 17:00	20,549,004.3	883,167.0	420972	65.8
03/18/2020 18:00	16,302,196.7	736,680.1	420972	65.7
03/18/2020 19:00	12,791,151.8	603,686.4	419877	65.6
03/18/2020 20:00	10,474,634.0	529,440.6	420972	65.5
03/18/2020 21:00	8,633,374.5	461,774.8	420972	65.5
03/18/2020 22:00	6,879,843.0	395,117.5	420972	65.5
03/18/2020 23:00	5,094,701.1	319,526.0	420972	65.4
03/19/2020 00:00	3,678,087.1	254,636.6	421247	64.9
03/19/2020 01:00	2,878,470.1	217,520.8	421272	64.9
03/19/2020 02:00	2,795,701.4	221,801.7	421272	64.9
03/19/2020 03:00	3,703,545.4	282,111.3	421272	64.8
03/19/2020 04:00	6,887,134.1	433,472.7	421356	64.6
03/19/2020 05:00	12,085,411.0	659,792.2	421272	64.7
03/19/2020 06:00	16,300,643.3	836,669.4	421272	64.6
03/19/2020 07:00	18,262,047.5	941,379.1	421272	64.7
03/19/2020 08:00	17,042,064.6	960,534.5	421272	64.9
03/19/2020 09:00	15,945,486.1	973,996.3	421272	65.1
03/19/2020 10:00	16,045,280.0	995,636.1	421272	65.1
03/19/2020 11:00	16,740,855.5	1,019,907.1	421356	65.0
03/19/2020 12:00	17,647,602.8	1,024,596.7	421272	65.0
03/19/2020 13:00	18,443,637.5	1,003,667.8	421356	65.0
03/19/2020 14:00	19,757,075.3	1,000,322.3	421272	65.1
03/19/2020 15:00	20,782,722.4	968,616.7	421272	65.1
03/19/2020 16:00	20,890,701.3	926,808.0	421272	65.0
03/19/2020 17:00	20,109,241.5	867,694.2	421272	65.0
03/19/2020 18:00	16,049,943.7	725,686.4	421272	65.0
03/19/2020 19:00	13,024,333.0	611,515.3	421272	65.1
03/19/2020 20:00	11,018,908.5	532,590.1	421272	65.1
03/19/2020 21:00	9,203,026.6	474,293.4	421356	65.1
03/19/2020 22:00	7,318,974.8	400,796.8	421272	65.0
03/19/2020 23:00	5,439,939.4	327,750.2	421272	65.0
03/20/2020 00:00	3,786,017.8	259,323.0	421272	65.5
03/20/2020 01:00	2,918,498.2	219,562.9	421272	65.5
03/20/2020 02:00	2,795,441.4	216,531.0	421272	65.4
03/20/2020 03:00	3,601,630.3	278,242.1	421356	65.4
03/20/2020 04:00	6,320,793.0	414,562.9	421272	65.2
03/20/2020 05:00	11,128,667.9	636,205.0	421356	65.0
03/20/2020 06:00	15,235,882.2	820,550.4	421272	64.7
03/20/2020 07:00	17,318,587.6	928,371.7	421272	64.8
03/20/2020 08:00	16,478,949.0	952,797.4	421272	65.1
03/20/2020 09:00	15,824,368.4	977,912.9	421272	65.2
03/20/2020 10:00	16,420,585.6	1,013,337.6	421272	65.2
03/20/2020 11:00	17,576,131.5	1,044,271.7	421272	62.5
03/20/2020 12:00	18,703,095.5	1,051,492.9	421272	61.1
03/20/2020 13:00	19,469,846.6	1,037,210.5	421272	61.1
03/20/2020 14:00	20,435,907.5	1,017,282.2	421272	61.0
03/20/2020 15:00	20,852,602.9	979,180.8	421068	61.0
03/20/2020 16:00	20,493,343.9	919,440.3	421068	61.0
03/20/2020 17:00	19,467,525.8	846,359.4	421272	61.1
03/20/2020 18:00	16,207,139.7	716,852.9	421272	61.2
03/20/2020 19:00	13,326,655.5	593,347.7	421272	61.1
03/20/2020 20:00	11,026,041.0	505,203.0	421272	61.0
03/20/2020 21:00	9,164,166.8	436,124.7	421272	61.1
03/20/2020 22:00	7,585,531.1	379,019.7	421272	61.1
03/20/2020 23:00	5,772,433.6	306,867.7	421272	61.1
03/21/2020 00:00	4,076,040.9	234,521.9	421327	61.1
03/21/2020 01:00	3,047,791.5	190,444.6	421416	61.1
03/21/2020 02:00	2,648,409.3	172,435.0	421332	61.0
03/21/2020 03:00	2,730,802.8	188,660.0	421332	61.0
03/21/2020 04:00	3,523,354.6	234,558.3	421416	60.9
03/21/2020 05:00	5,209,512.4	316,510.3	421332	60.7
03/21/2020 06:00	7,534,348.3	413,543.2	421332	60.7
03/21/2020 07:00	9,528,014.7	499,912.9	421332	60.7
03/21/2020 08:00	11,157,140.9	561,335.8	421332	61.0
03/21/2020 09:00	12,794,543.0	617,913.6	421332	61.1
03/21/2020 10:00	14,375,102.2	658,289.4	421332	61.0
03/21/2020 11:00	15,636,206.7	690,548.8	421332	60.9
03/21/2020 12:00	16,511,232.5	699,266.1	421332	60.9
03/21/2020 13:00	16,838,800.5	690,785.3	421416	60.9
03/21/2020 14:00	16,834,277.1	666,140.7	421332	60.9
03/21/2020 15:00	16,308,052.8	633,093.0	421332	60.9
